0,69,54,71,16,2,44,101,1,60,3,15,45,201,65,4,66,7,14,8,67,9,10,12,13,50,68,
277,"910,036",English,"193,259",ontology,"5,368",,interaction between physical objects,"1,025,041","5,091",can be a realization of a,"5,369",,conceptual interaction between physical objects,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
288,"910,036",English,"193,259",ontology,"5,470",,interaction with a physical object with a particular aspect,"1,025,046","5,091",can be a realization of a,"5,469",,conceptual interaction with a physical object with a particular aspect,,,,,,accepted,,2005-11-24,2005-11-24,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
289,"910,036",English,"193,259",ontology,"5,470",,interaction with a physical object with a particular aspect,"1,025,054","5,091",can be a realization of a,"5,370",,conceptual requirement for interaction with a physical object with a particular aspect,,,,,,accepted,,2005-12-02,2005-12-02,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
192,"910,036",English,"193,259",ontology,"4,764",,involvement as aid,"1,025,009","5,091",can be a realization of a,"4,653",,conceptual involvement as aid,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
246,"910,036",English,"193,259",ontology,"5,037",,involvement as committer,"1,025,030","5,091",can be a realization of a,"5,040",,conceptual involvement as committer,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
188,"910,036",English,"193,259",ontology,"4,760",,involvement as concerned,"1,025,069","5,091",can be a realization of a,"4,649",,conceptual involvement as concerned,,,,,,accepted,,2005-09-06,2005-09-06,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
190,"910,036",English,"193,259",ontology,"4,762",,involvement as controller,"1,025,007","5,091",can be a realization of a,"4,651",,conceptual involvement as controller,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"4,915",,involvement as customer,"1,025,133","5,091",can be a realization of a,"5,595",,conceptual involvement as customer,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
266,"910,036",English,"193,259",ontology,"5,169",,involvement as facilitator,"1,001,072","5,091",can be a realization of a,"5,170",,conceptual involvement as facilitator,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,584",,involvement as focal point,"1,025,128","5,091",can be a realization of a,"5,585",,conceptual involvement as focal point,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
194,"910,036",English,"193,259",ontology,"4,785",,involvement as input,"1,001,035","5,091",can be a realization of a,"4,783",,conceptual involvement as input,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"4,912",,involvement as manager,"1,025,122","5,091",can be a realization of a,"5,541",,conceptual involvement as manager,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,687",,involvement as mechanism,"1,025,140","5,091",can be a realization of a,"5,689",,conceptual involvement as mechanism,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
195,"910,036",English,"193,259",ontology,"4,786",,involvement as output,"1,001,036","5,091",can be a realization of a,"4,784",,conceptual involvement as output,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,644",,involvement as participant,"1,025,138","5,091",can be a realization of a,"5,643",,conceptual involvement as participant,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
189,"910,036",English,"193,259",ontology,"4,761",,involvement as performer,"1,001,029","5,091",can be a realization of a,"4,650",,conceptual involvement as performer,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
259,"910,036",English,"193,259",ontology,"5,083",,involvement as place of occurrence,"1,001,065","5,091",can be a realization of a,"5,085",,conceptual involvement as place of occurrence,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
262,"910,036",English,"193,259",ontology,"5,142",,involvement as planner,"1,001,069","5,091",can be a realization of a,"5,146",,conceptual involvement as planner,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
263,"910,036",English,"193,259",ontology,"5,144",,involvement as scheduler,"1,025,034","5,091",can be a realization of a,"5,148",,conceptual involvement as scheduler,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,602",,involvement as stakeholder,"1,025,136","5,091",can be a realization of a,"5,601",,conceptual involvement as stakeholder,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
210,"910,036",English,"193,259",ontology,"4,886",,involvement as subject in a correlation,"1,025,015","5,091",can be a realization of a,"4,922",,conceptual subjection to a correlation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
191,"910,036",English,"193,259",ontology,"4,763",,involvement as tool,"1,025,008","5,091",can be a realization of a,"4,652",,conceptual involvement as tool,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
226,"910,036",English,"193,259",ontology,"5,719",,involvement in a correlation,"1,001,033","5,091",can be a realization of a,"4,740",,conceptual involvement in a correlation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
223,"910,036",English,"193,259",ontology,"4,961",,involvement in a relation,"1,025,010","5,091",can be a realization of a,"4,787",,conceptual involved role in relation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
224,"910,036",English,"193,259",ontology,"4,961",,involvement in a relation,"1,025,012","5,091",can be a realization of a,"4,841",,conceptual involver role in relation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
225,"910,036",English,"193,259",ontology,"4,961",,involvement in a relation,"1,025,014","5,091",can be a realization of a,"4,900",,conceptual involvement in a relation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
193,"910,036",English,"193,259",ontology,"4,767",,involvement in an occurrence,"1,006,593","5,091",can be a realization of a,"4,648",,conceptual involvement in an occurrence,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
442,"910,036",English,"191,874",physics,"730,019",,item,"1,730,094","1,981",is a synonym of,"730,019",,solid item,,,,,,accepted,,1999-01-06,1999-01-06,modelling team,modelling team,"100,537",facts about physical objects,
297,"910,036",English,"191,745",modelling,"25,006",,kind of object,"1,025,107","1,981",is a synonym of,"25,006",,object type,,,,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
295,"910,036",English,"191,745",modelling,"25,005",,kind of relation,"1,025,105","1,981",is a synonym of,"25,005",,relation type,,,,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
292,"910,036",English,"191,745",modelling,"25,002",,knowledge model,"1,025,101","1,146",is a specialization of,"25,001",,information model,that consists of a collection of relations between concepts by which knowledge is expressed.,is an information model that consists of a collection of relations between concepts by which knowledge is expressed.,,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
252,"910,036",English,"193,587",presentation,"5,065",,location code for a term for a location,"1,025,078","5,091",can be a realization of a,"5,581",,conceptual location code for a term for a location,"that indicates that the alias encoded information is a location code for the base encoded information in the context of a collection of physical points or locations. Typically the location code is a sequence number. The location code can also refer to subtypes of physical points, such as node number, point number, etc.",,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
201,"910,036",English,"193,259",ontology,"4,800",,location in time,"1,006,682","5,091",can be a realization of a,"1,807",,conceptual location in time,,,,,,accepted,,2002-02-28,2005-12-02,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
70,"910,036",English,"193,259",ontology,"1,445",,logical connection of a physical object,"1,001,019","5,091",can be a realization of a,"1,634",,conceptual logical connection with a physical object,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
71,"910,036",English,"193,259",ontology,"1,445",,logical connection of a physical object,"1,006,388","5,091",can be a realization of a,"1,447",,conceptual logical connection of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
418,"910,036",English,"193,259",ontology,"920,188",,mathematical function,"1,001,027","5,091",can be a realization of a,"2,038",,conceptual mathematical function,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,537",,membership of an individual thing,"1,025,121","5,091",can be a realization of a,"5,538",,conceptual membership of an individual thing,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
438,"910,036",English,"191,874",physics,"730,076",,moving wave,"1,730,107","1,146",is a specialization of,"730,034",,wave,which moves forward. Typically through a medium.,is a wave which moves forward. Typically through a medium.,,,,accepted,,2001-03-10,2001-03-10,Andries van Renssen,IMMS/Stanlow,"100,537",facts about physical objects,
162,"910,036",English,"193,259",ontology,"2,843",,multiple,"1,006,813","1,981",is a synonym of,"2,843",,plural,,,,,,accepted,,2002-07-19,2002-07-19,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,
290,"910,036",English,"193,259",ontology,"5,589",,mutual dependency between physical objects,"1,025,130","5,091",can be a realization of a,"5,598",,conceptual mutual dependency between physical objects,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
298,"910,036",English,"191,745",modelling,"25,006",,object type,"1,025,106","1,146",is a specialization of,"3,818",,subtype,of the concept 'object'.,is a subtype of the concept 'object'.,,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
250,"910,036",English,"193,259",ontology,"5,058",,observation of an aspect by an individual thing,"1,025,070","5,091",can be a realization of a,"5,061",,conceptual observation of an aspect by an individual thing,,,,,,accepted,,2005-09-06,2005-09-06,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
267,"910,036",English,"193,259",ontology,"5,198",,occurrence at a date,"1,025,039","5,091",can be a realization of a,"5,339",,conceptual occurrence at a date,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
208,"910,036",English,"193,259",ontology,"4,871",,occurrence within period,"1,001,048","5,091",can be a realization of a,"4,927",,conceptual occurrence within period,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
268,"910,036",English,"193,259",ontology,"5,224",,option for an aspect,"1,025,036","5,091",can be a realization of a,"5,227",,conceptual option for an aspect,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
218,"910,036",English,"193,259",ontology,"4,907",,ownership,"1,025,026","5,091",can be a realization of a,"5,008",,conceptual ownership,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
247,"910,036",English,"193,587",presentation,"5,053",,page number for a term for a page,"1,025,074","5,091",can be a realization of a,"5,577",,conceptual page number for a term for a page,that indicates that the alias encoded information is a page code for the base encoded information in the context of a collection of pages. Typically the page code is a sequence number.,,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
6,"910,036",English,"193,259",ontology,"1,043",,pair of classes,"1,025,073","1,146",is a specialization of,"2,848",,collection of classes,that consists of two classes as elements.,is a collection of classes that consists of two classes as elements.,,,,accepted,,2007-06-06,2007-08-21,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,
72,"910,036",English,"193,259",ontology,"1,446",,physical connection with a physical object,"1,001,025","5,091",can be a realization of a,"1,907",,conceptual physical connection with a physical object,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
73,"910,036",English,"193,259",ontology,"1,446",,physical connection with a physical object,"1,006,389","5,091",can be a realization of a,"1,448",,conceptual physical connection of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
86,"910,036",English,"193,259",ontology,"1,492",,physical feature part of a physical object,"1,006,392","5,091",can be a realization of a,"1,410",,conceptual physical feature part of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
94,"910,036",English,"193,259",ontology,"1,527",,physical object following route,"1,006,400","5,091",can be a realization of a,"1,529",,conceptual physical object following route,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
45,"910,036",English,"193,259",ontology,"1,345",,planned aspect,"1,001,591","1,146",is a specialization of,"4,289",,intrinsic aspect,that indicates that the aspect is planned for its possessor.,is an intrinsic aspect that indicates that the aspect is planned for its possessor.,,,Better is to use: a planned qualification of its aspect (is planned to be qualified as),accepted,,1998-07-24,2005-12-05,Andries van Renssen,AP221 modelling team,"553,306",facts about aspects,
46,"910,036",English,"193,259",ontology,"1,345","0,n",planned aspect,"1,004,854","5,283",is by definition qualified as,"790,367","1,1",planned,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,049",facts about concepts,
269,"910,036",English,"193,259",ontology,"5,234",,playing of a role by an individual thing,"1,001,075","5,091",can be a realization of a,"5,229",,conceptual role of an individual thing,,,,,,accepted,,2005-10-11,2006-06-02,Andries van Renssen,Rob Moonen,"1,044",facts about realization relations,
270,"910,036",English,"193,259",ontology,"5,234",,playing of a role by an individual thing,"1,001,081","5,091",can be a realization of a,"5,343",,by definition being a role of an individual thing,,,,,,accepted,,2005-10-11,2007-07-16,Andries van Renssen,Rob Moonen,"1,044",facts about realization relations,
163,"910,036",English,"193,259",ontology,"2,843","0,1",plural,"1,001,055","1,726",is a qualification of a,"790,244","1,1",plurality,"of consisting of more than one, in principle. Note that incidentally a collection may consist of zero or one element.","is a plurality of consisting of more than one, in principle. Note that incidentally a collection may consist of zero or one element.",,,,accepted,,2001-03-15,2001-03-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,
166,"910,036",English,"193,259",ontology,"2,849",,plural object,"1,007,360","5,091",can be a realization of a,"2,848",,collection of classes,"which members have a plurality that is not by definition one. Typically its plurality is bigger than one. It is a number of things. They may be individuals, classes, relations or combinations of them. They are considered as a collection with or without be",,,,,accepted,,2003-01-09,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
133,"910,036",English,"193,259",ontology,"1,772",,positioning in a property space,"1,006,426","5,091",can be a realization of a,"1,889",,conceptual positioning in a property space,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
198,"910,036",English,"193,259",ontology,"4,797",,possession of a characteristic,"1,006,652","5,091",can be a realization of a,"4,792",,conceptual possession of a characteristic,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
130,"910,036",English,"193,259",ontology,"1,767",,possession of a decomposition structure by a physical object,"1,006,418","5,091",can be a realization of a,"1,412",,conceptual possession of a decomposition structure by a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
140,"910,036",English,"193,259",ontology,"1,788",,possession of a decomposition structure by an occurrence,"1,006,435","5,091",can be a realization of a,"1,800",,conceptual possession of a decomposition structure by an occurrence,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
99,"910,036",English,"193,259",ontology,"1,727",,possession of an aspect by an individual thing,"1,006,403","5,091",can be a realization of a,"2,069",,conceptual possession of an aspect by an individual thing,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
197,"910,036",English,"193,259",ontology,"4,794",,possession of atomic structure,"1,001,038","5,091",can be a realization of a,"4,796",,conceptual possession of atomic structure,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
138,"910,036",English,"193,259",ontology,"1,780",,possession of point approximation by spatial aspect,"1,006,432","5,091",can be a realization of a,"1,802",,conceptual possession of point approximation by spatial aspect,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
199,"910,036",English,"193,259",ontology,"4,798",,possession of property,"1,006,653","5,091",can be a realization of a,"1,810",,conceptual possession of property,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
136,"910,036",English,"193,259",ontology,"1,774",,possession of property by displacement,"1,006,428","5,091",can be a realization of a,"1,811",,conceptual possession of property by displacement,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
200,"910,036",English,"193,259",ontology,"4,799",,possession of quality,"1,006,654","5,091",can be a realization of a,"2,050",,conceptual possession of quality,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
105,"910,036",English,"193,259",ontology,"1,729",,possession of recognition aspect,"1,006,404","5,091",can be a realization of a,"1,759",,conceptual possession of recognition aspect,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
132,"910,036",English,"193,259",ontology,"1,771",,possession of result of comparison between characteristics,"1,006,425","5,091",can be a realization of a,"1,813",,conceptual possession of result of comparison between characteristics,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
161,"910,036",English,"193,587",presentation,"2,073",,possession of spatial aspect,"1,006,447","5,091",can be a realization of a,"1,711",,conceptual possession of a spatial aspect,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
196,"910,036",English,"193,259",ontology,"4,793",,possession of structure,"1,006,655","5,091",can be a realization of a,"4,795",,conceptual possession of a structure,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
141,"910,036",English,"193,259",ontology,"1,789",,possession of topologic sequence structure of a physical object,"1,006,436","5,091",can be a realization of a,"1,413",,conceptual possession of a topologic sequence structure by a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
185,"910,036",English,"193,259",ontology,"4,709",,possible role for an individual thing,"1,006,589","5,091",can be a realization of a,"2,075",,conceptual possible role for members of a subtype of individual thing,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
255,"910,036",English,"193,259",ontology,"5,073",,postal address of a physical object,"1,025,084","5,091",can be a realization of a,"5,572",,conceptual postal address of a physical object,that indicates that mail can be delivered for the person or organization at the place.,,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
47,"910,036",English,"193,259",ontology,"1,349",,predicted aspect,"1,001,598","1,146",is a specialization of,"4,289",,intrinsic aspect,that indicates that the aspect is predicted for its possessor.,is an intrinsic aspect that indicates that the aspect is predicted for its possessor.,,,Better is to use: a predicted qualification of its aspect (is predicted to be qualified as),accepted,,1998-07-24,2005-12-05,Andries van Renssen,AP221 modelling team,"553,306",facts about aspects,
48,"910,036",English,"193,259",ontology,"1,349","0,n",predicted aspect,"1,004,856","5,283",is by definition qualified as,911168,"1,1",predicted,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,049",facts about concepts,
245,"910,036",English,"193,259",ontology,"4,996",,presentation of information on physical object,"1,001,058","5,091",can be a realization of a,"4,999",,conceptual presentation of information on physical object,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
29,"910,036",English,"193,259",ontology,"1,268",,probabilistic relation,"1,006,371","5,091",can be a realization of a,"1,243",,conceptual probabilistic relation,,,,,,accepted,,2002-02-28,2004-12-16,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
294,"910,036",English,"191,745",modelling,"25,004",,project model,"1,025,103","1,146",is a specialization of,"25,001",,information model,"of an imaginary individual thing that is designed in the context of a project. Typically a complex composed totality, possibly including its behaviour during its intended usage.","is an information model of an imaginary individual thing that is designed in the context of a project. Typically a complex composed totality, possibly including its behaviour during its intended usage.",,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
87,"910,036",English,"193,259",ontology,"1,497",,protection of a physical object,"1,006,394","5,091",can be a realization of a,"1,415",,conceptual protection of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
212,"910,036",English,"193,259",ontology,"4,889",,purpose of an individual relation,"1,025,013","5,091",can be a realization of a,"4,898",,conceptual purpose of a relation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
55,"910,036",English,"193,259",ontology,"1,364",,purpose of approval,"1,006,379","5,091",can be a realization of a,"1,608",,conceptual purpose of approval,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
108,"910,036",English,"193,259",ontology,"1,740",,purpose of protection,"1,006,406","5,091",can be a realization of a,"1,814",,conceptual purpose of protection,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
109,"910,036",English,"193,259",ontology,"1,741",,purpose of segregation,"1,006,407","5,091",can be a realization of a,"1,815",,conceptual purpose of segregation,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
56,"910,036",English,"193,259",ontology,"1,366",,purpose of the existence of an individual thing,"1,006,380","5,091",can be a realization of a,"1,609",,conceptual purpose of existence to achieve,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
57,"910,036",English,"193,259",ontology,"1,366",,purpose of the existence of an individual thing,"1,025,003","5,091",can be a realization of a,"1,365",,kind of purpose of an individual aspect,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"1,366",,purpose of the existence of an individual thing,"1,025,146","5,091",can be a realization of a,"5,779",,conceptual purpose of existence,,,,,,accepted,,2011-04-28,2011-04-28,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
157,"910,036",English,"193,259",ontology,"2,044",,quantification of an aspect by a mathematical space,"1,006,442","5,091",can be a realization of a,"2,047",,conceptual quantification of an aspect by a mathematical space,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
284,"910,036",English,"193,259",ontology,"5,452",,realization of a conceptual fact by an individual fact,"1,025,031","5,091",can be a realization of a,"5,091",,conceptual realization of a fact,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
285,"910,036",English,"193,259",ontology,"5,452",,realization of a conceptual fact by an individual fact,"1,025,035","5,091",can be a realization of a,"5,165",,conceptual fulfillment of a required fact,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
96,"910,036",English,"193,259",ontology,"1,713",,reference between physical objects,"1,006,402","5,091",can be a realization of a,"1,715",,conceptual reference between physical objects,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
131,"910,036",English,"193,259",ontology,"1,770",,reference to object by information,"1,001,011","5,091",can be a realization of a,"1,917",,conceptual reference by information,,,,,,accepted,,2005-09-09,2005-09-09,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
58,"910,036",English,"193,259",ontology,"1,369",,reference to object within information,"1,006,381","5,091",can be a realization of a,"1,370",,conceptual reference to object within information,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
170,"910,036",English,"193,259",ontology,"2,850",,relation,"1,006,310","4,734",is an instance of,"4,756",,plural relation,,by being an element of the collection of relations.,,,,accepted,,2001-03-15,2001-03-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,
167,"910,036",English,"193,259",ontology,"2,850",,relation,"1,006,449","5,091",can be a realization of a,"4,698",,conceptual relation between things of particular kinds,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"1,186",,relation between alternative objects,"1,025,127","5,091",can be a realization of a,"5,566",,conceptual relation between alternative objects,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,516",,relation between individual things,"1,006,585","5,091",can be a realization of a,"4,718",,relation between kinds of things,,,,,,accepted,,2002-02-28,2006-10-30,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,754",,relation between physical objects,"1,025,141","5,091",can be a realization of a,"5,768",,conceptual relation between physical objects,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
296,"910,036",English,"191,745",modelling,"25,005",,relation type,"1,025,104","1,146",is a specialization of,"3,818",,subtype,of the concept 'relation'.,is a subtype of the concept 'relation'.,,,,accepted,,2007-10-02,2007-10-02,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
160,"910,036",English,"193,259",ontology,"2,071",,representation by an individual thing,"1,025,017","5,091",can be a realization of a,"4,924",,conceptual representation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
282,"910,036",English,"193,259",ontology,"5,445",,representation of a correlation by a mathematical function,"1,001,028","5,091",can be a realization of a,"2,068",,conceptual representation of correlation by function,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
49,"910,036",English,"193,259",ontology,"1,353",,required aspect,"1,001,608","1,146",is a specialization of,"4,289",,intrinsic aspect,that indicates that the aspect is required for its possessor.,is an intrinsic aspect that indicates that the aspect is required for its possessor.,,,Better is to use: a required qualification of its aspect (is required to be qualified as),accepted,,1998-07-24,2005-12-05,Andries van Renssen,AP221 modelling team,"553,306",facts about aspects,
50,"910,036",English,"193,259",ontology,"1,353","0,n",required aspect,"1,004,858","5,283",is by definition qualified as,910274,"1,1",required,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,049",facts about concepts,
148,"910,036",English,"193,259",ontology,"1,991",,requirement of a played role in an occurrence,"1,006,441","5,091",can be a realization of a,"1,992",,conceptually played role in a particular individual occurrence,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
