0,69,54,71,16,2,44,101,1,60,3,15,45,201,65,4,66,7,14,8,67,9,10,12,13,50,68,19,18,62,63,64,
556,"910,036",English,"492,015",Gellish English alternative,"1,389",,can be a successor in time of a,"1,004,187","1,986",is an inverse of,"1,389",,conceptual temporal sequence of an occurrence,,,,,,accepted,,1999-10-06,2008-10-01,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
559,"910,036",English,"492,015",Gellish English alternative,"1,389",,can be a predecessor in time of a,"1,007,843","1,981",is a synonym of,"1,389",,conceptual temporal sequence of an occurrence,,,,,,accepted,,2003-05-19,2008-10-01,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
562,"910,036",English,"193,259",ontology,"1,391",,typical individual thing,"1,001,656","1,146",is a specialization of,"730,067",,individual object,that is a hypothetical member of a class and that is similar to all other members of the class. A typical individual may be an idealization that has no specific existence.,is an individual object that is a hypothetical member of a class and that is similar to all other members of the class. A typical individual may be an idealization that has no specific existence.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
563,"910,036",English,"193,259",ontology,"1,391",,typical,"1,004,280","1,981",is a synonym of,"1,391",,typical individual thing,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,049",facts about concepts,,,,,,
566,"910,036",English,"193,259",ontology,"1,393",,version association between objects,"1,001,658","1,146",is a specialization of,"1,334",,association,that indicates the version object is a version of the original object. Here the meaning of version is: something a little different from another of the same type.,is an association that indicates the version object is a version of the original object. Here the meaning of version is: something a little different from another of the same type.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,N,N,,
567,"910,036",English,"193,259",ontology,"1,393","1,1",version association between objects,"1,003,450","4,733",requires a role-2 as a,"4,476","1,1",original,,,,,,accepted,,1999-09-03,1999-09-03,Epistle modelling team,Epistle modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
568,"910,036",English,"193,259",ontology,"1,393","1,1",version association between objects,"1,003,451","4,731",requires a role-1 as a,"4,477","1,1",version,,,,,,accepted,,1999-09-03,1999-09-03,Epistle modelling team,Epistle modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
569,"910,036",English,"492,015",Gellish English,"1,393",,is a next version of,"1,004,270","1,981",is a synonym of,"1,393",,version association between objects,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
570,"910,036",English,"492,015",Gellish English,"1,393",,is a previous version of,"1,004,901","1,986",is an inverse of,"1,393",,version association between objects,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
573,"910,036",English,"193,259",ontology,"1,394",,whole individual thing,"1,001,659","1,146",is a specialization of,"730,067",,individual object,that has independent existence. Irrespective of relations with other whole individual things.,is an individual object that has independent existence. Irrespective of relations with other whole individual things.,,,,accepted,,1998-07-24,1998-11-19,ECMv4 modelling team,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
575,"910,036",English,"193,259",ontology,"1,394",,totality,"1,007,404","1,981",is a synonym of,"1,394",,whole individual thing,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,049",facts about concepts,,,,,,
576,"910,036",English,"193,587",presentation,"1,403",,point marker symbol,"1,001,679","1,146",is a specialization of,"610,416",,symbol,intended to mark a point.,is a symbol intended to mark a point.,,,,accepted,,1998-07-24,2007-02-05,Andries van Renssen,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
577,"910,036",English,"193,259",ontology,"1,405",,conceptual composition of route,"1,001,681","1,146",is a specialization of,"1,261",,conceptual composition relation of an individual thing,that constrains the connections that make up a type of route to connect certain types of physical object.,is a conceptual composition relation of an individual thing that constrains the connections that make up a type of route to connect certain types of physical object.,,,The component is a relation and the whole is an aspect. Therefore this relation type is not a subtype of composition of an aspect.,accepted,,1998-11-16,2002-11-05,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
578,"910,036",English,"193,259",ontology,"1,405","1,1",conceptual composition of route,"1,003,700","4,731",requires a role-1 as a,"4,148","1,1",conceptual part of route,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
579,"910,036",English,"193,259",ontology,"1,405","1,1",conceptual composition of route,"1,003,743","4,733",requires a role-2 as a,"4,147","1,1",conceptual whole route,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
580,"910,036",English,"193,259",ontology,"1,407",,conceptual connection relation,"1,001,687","1,146",is a specialization of,"1,231",,conceptual binary relation,that indicates that members of the connected from subtype of physical object conceptually have connections with members of the connected to subtype of physical object.,is a conceptual binary relation that indicates that members of the connected from subtype of physical object conceptually have connections with members of the connected to subtype of physical object.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,N,,
581,"910,036",English,"193,259",ontology,"1,407","1,1",conceptual connection relation,"1,003,600","4,731",requires a role-1 as a,"4,038","1,1",conceptually connected from,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
582,"910,036",English,"193,259",ontology,"1,407","1,1",conceptual connection relation,"1,003,601","4,733",requires a role-2 as a,"4,039","1,1",conceptually connected to,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
583,"910,036",English,"492,015",Gellish English,"1,407",,can be connected to a,"1,004,163","1,981",is a synonym of,"1,407",,conceptual connection relation,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
584,"910,036",English,"492,015",Gellish English,"1,407",,can have a connection with a,"1,004,909","1,986",is an inverse of,"1,407",,conceptual connection relation,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
587,"910,036",English,"193,259",ontology,"1,409",,conceptual destination of a route,"1,001,689","1,146",is a specialization of,"1,231",,conceptual binary relation,that specifies that a route of a kind can terminate at a destination physical object of a kind.,is a conceptual binary relation that specifies that a route of a kind can terminate at a destination physical object of a kind.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,,,
588,"910,036",English,"193,259",ontology,"1,409","1,1",conceptual destination of a route,"1,003,606","4,731",requires a role-1 as a,"4,143","1,1",conceptual destination,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
589,"910,036",English,"193,259",ontology,"1,409","1,1",conceptual destination of a route,"1,003,740","4,733",requires a role-2 as a,"4,144","1,1",conceptually terminated route,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
590,"910,036",English,"492,015",Gellish English,"1,409",,can be a destination of a,"1,004,167","1,981",is a synonym of,"1,409",,conceptual destination of a route,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
591,"910,036",English,"492,015",Gellish English,"1,409",,can end at a,"1,004,912","1,986",is an inverse of,"1,409",,conceptual destination of a route,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
595,"910,036",English,"193,259",ontology,"1,410",,conceptual physical feature part of a physical object,"1,001,690","1,146",is a specialization of,"1,437",,conceptual composition of a physical object,that constrains the members of the whole subtype of physical object to have features that are members of the feature subtype of physical object.,is a conceptual composition of a physical object that constrains the members of the whole subtype of physical object to have features that are members of the feature subtype of physical object.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,,,
596,"910,036",English,"193,259",ontology,"1,410","1,1",conceptual physical feature part of a physical object,"1,003,592","4,731",requires a role-1 as a,"4,045","1,1",conceptual feature part,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
597,"910,036",English,"492,015",Gellish English,"1,410",,can be a feature of a,"1,004,162","1,981",is a synonym of,"1,410",,conceptual physical feature part of a physical object,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
598,"910,036",English,"492,015",Gellish English,"1,410",,can have a feature like a,"1,004,915","1,986",is an inverse of,"1,410",,conceptual physical feature part of a physical object,,,,,,accepted,,2000-06-23,2010-04-06,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
601,"910,036",English,"193,259",ontology,"1,411",,conceptual route through a physical object,"1,001,691","1,146",is a specialization of,"1,437",,conceptual composition of a physical object,that indicates that a kind of route can be through a kind of physical object.,is a conceptual composition of a physical object that indicates that a kind of route can be through a kind of physical object.,,,,accepted,,1998-07-24,1998-11-19,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
602,"910,036",English,"193,259",ontology,"1,411","1,1",conceptual route through a physical object,"1,003,608","4,731",requires a role-1 as a,"4,146","1,1",conceptually contained route,,,,,,accepted,,1999-03-11,2009-02-05,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
603,"910,036",English,"193,259",ontology,"1,411","1,1",conceptual route through a physical object,"1,003,744","4,733",requires a role-2 as a,"4,145","1,1",conceptual container of route,,,,,,accepted,,1999-03-11,2009-02-05,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
604,"910,036",English,"492,015",Gellish English,"1,411",,can be a route in a,"1,004,175","1,981",is a synonym of,"1,411",,conceptual route through a physical object,,,,,,accepted,,2000-06-23,2009-02-05,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
605,"910,036",English,"492,015",Gellish English,"1,411",,can contain as route a,"1,004,918","1,986",is an inverse of,"1,411",,conceptual route through a physical object,,,,,,accepted,,1999-10-06,2009-02-05,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
606,"910,036",English,"492,015",Gellish English alternative,"1,411",,can be a route through a,"1,004,919","1,981",is a synonym of,"1,411",,conceptual route through a physical object,,,,,,accepted,,2000-06-23,2009-02-05,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
609,"910,036",English,"193,259",ontology,"1,412",,conceptual possession of a decomposition structure by a physical object,"1,001,692","1,146",is a specialization of,"2,069",,conceptual possession of an aspect by an individual thing,that specifies that possessor physical objects of the specified kind can possess a possessed decomposition structure of physical object of the specified kind. ,is a conceptual possession of an aspect by an individual thing that specifies that possessor physical objects of the specified kind can possess a possessed decomposition structure of physical object of the specified kind. ,,,,accepted,,1998-07-24,2000-06-08,Rob Moonen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
610,"910,036",English,"193,259",ontology,"1,412","1,1",conceptual possession of a decomposition structure by a physical object,"1,003,609","4,731",requires a role-1 as a,"4,022","1,1",conceptual possessor of decomposition structure,,,,,,accepted,,1999-03-11,2000-06-08,Rob Moonen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
611,"910,036",English,"193,259",ontology,"1,412","1,1",conceptual possession of a decomposition structure by a physical object,"1,003,706","4,733",requires a role-2 as a,"4,023","1,1",conceptual intrinsic decomposition structure,,,,,,accepted,,1999-03-11,1999-10-15,Epistle modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
612,"910,036",English,"193,259",ontology,"1,413",,conceptual possession of a topologic sequence structure by a physical object,"1,001,693","1,146",is a specialization of,"2,069",,conceptual possession of an aspect by an individual thing,that is a specialization of the possessor subtype of relationships that constrains members of the subtype of physical object to possess members of the common topologic,is a conceptual possession of an aspect by an individual thing that is a specialization of the possessor subtype of relationships that constrains members of the subtype of physical object to possess members of the common topologic,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
613,"910,036",English,"193,259",ontology,"1,413","1,1",conceptual possession of a topologic sequence structure by a physical object,"1,003,610","4,731",requires a role-1 as a,"4,074","1,1",conceptual possessor of topologic sequence structure,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
614,"910,036",English,"193,259",ontology,"1,413","1,1",conceptual possession of a topologic sequence structure by a physical object,"1,003,759","4,733",requires a role-2 as a,"4,075","1,1",conceptual intrinsic topologic sequence structure,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
615,"910,036",English,"492,015",Gellish English,"1,413",,can have as arrangement a,"1,004,177","1,981",is a synonym of,"1,413",,conceptual possession of a topologic sequence structure by a physical object,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
616,"910,036",English,"492,015",Gellish English,"1,413",,can be an arrangement of a,"1,004,922","1,986",is an inverse of,"1,413",,conceptual possession of a topologic sequence structure by a physical object,,,,,,accepted,,2000-06-23,2007-08-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
619,"910,036",English,"193,259",ontology,"1,415",,conceptual protection of a physical object,"1,001,695","1,146",is a specialization of,"1,231",,conceptual binary relation,that indicates that members of the protected subtype of physical object are protected by members of the protector subtype of physical object,is a conceptual binary relation that indicates that members of the protected subtype of physical object are protected by members of the protector subtype of physical object,,,,accepted,,1998-07-24,2000-06-23,Rob Moonen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,N,,
620,"910,036",English,"193,259",ontology,"1,415","1,1",conceptual protection of a physical object,"1,003,638","4,731",requires a role-1 as a,"4,544","1,1",conceptual protector,,,,,,accepted,,1999-09-03,2009-03-12,Andries van Renssen,Epistle modelling team,"1,045",facts about conceptual relations,,,,,,
621,"910,036",English,"193,259",ontology,"1,415","1,1",conceptual protection of a physical object,"1,003,639","4,733",requires a role-2 as a,"4,545","1,1",conceptually protected,,,,,,accepted,,1999-09-03,2009-03-12,Andries van Renssen,Epistle modelling team,"1,045",facts about conceptual relations,,,,,,
622,"910,036",English,"492,015",Gellish English,"1,415",,can be protected by a,"1,004,178","1,986",is an inverse of,"1,415",,conceptual protection of a physical object,,,,,,accepted,,1999-10-06,2009-03-12,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
623,"910,036",English,"492,015",Gellish English,"1,415",,can protect a,"1,004,925","1,981",is a synonym of,"1,415",,conceptual protection of a physical object,,,,,,accepted,,2000-06-23,2009-03-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
626,"910,036",English,"193,259",ontology,"1,418",,conceptual segregation of a physical object,"1,001,701","1,146",is a specialization of,"1,231",,conceptual binary relation,that is a specialization of segregation of physical object that constrains the members of object 1 subtype of physical object to be segregated from members of the object 2 subtype of physical object.,is a conceptual binary relation that is a specialization of segregation of physical object that constrains the members of object 1 subtype of physical object to be segregated from members of the object 2 subtype of physical object.,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,N,,
627,"910,036",English,"193,259",ontology,"1,418","1,1",conceptual segregation of a physical object,"1,003,616","4,731",requires a role-1 as a,"4,094","1,1",conceptually segregated,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
628,"910,036",English,"193,259",ontology,"1,418","1,1",conceptual segregation of a physical object,"1,003,617","4,733",requires a role-2 as a,"4,095","1,1",conceptually segregated from,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
629,"910,036",English,"492,015",Gellish English,"1,418",,can be segregated from a,"1,004,185","1,981",is a synonym of,"1,418",,conceptual segregation of a physical object,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
630,"910,036",English,"492,015",Gellish English,"1,418",,can be segregated (inverse) from a,"1,004,928","1,986",is an inverse of,"1,418",,conceptual segregation of a physical object,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
633,"910,036",English,"193,259",ontology,"1,419",,conceptual source of a route,"1,001,702","1,146",is a specialization of,"1,231",,conceptual binary relation,that specifies that a route of a kind can begin at a physical object of a kind.,is a conceptual binary relation that specifies that a route of a kind can begin at a physical object of a kind.,,,,accepted,,1998-07-24,2003-06-03,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,N,,,
634,"910,036",English,"193,259",ontology,"1,419","1,1",conceptual source of a route,"1,003,618","4,731",requires a role-1 as a,"4,141","1,1",conceptual source,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
635,"910,036",English,"193,259",ontology,"1,419","1,1",conceptual source of a route,"1,003,741","4,733",requires a role-2 as a,"4,142","1,1",conceptually started route,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
636,"910,036",English,"492,015",Gellish English,"1,419",,can be a source of a,"1,004,186","1,981",is a synonym of,"1,419",,conceptual source of a route,,,,,,accepted,,1999-10-06,1999-10-06,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
637,"910,036",English,"492,015",Gellish English,"1,419",,can have as source a,"1,004,931","1,986",is an inverse of,"1,419",,conceptual source of a route,,,,,,accepted,,2000-06-23,2005-07-19,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
640,"910,036",English,"193,259",ontology,"1,421",,conceptual topologic sequence of a physical object,"1,001,705","1,146",is a specialization of,"5,335",,conceptual sequency relation,that indicates that members of the predecessor subtype of physical object can be adjacent to and before members of the successor subtype of physical object.,is a conceptual sequency relation that indicates that members of the predecessor subtype of physical object can be adjacent to and before members of the successor subtype of physical object.,,,,accepted,,1998-07-24,2005-02-26,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,Y,
641,"910,036",English,"193,259",ontology,"1,421","1,1",conceptual topologic sequence of a physical object,"1,003,640","4,733",requires a role-2 as a,"4,508","1,1",conceptual topologic predecessor,,,,,,accepted,,1999-09-03,1999-09-03,Epistle modelling team,Epistle modelling team,"1,045",facts about conceptual relations,,,,,,
642,"910,036",English,"193,259",ontology,"1,421","1,1",conceptual topologic sequence of a physical object,"1,003,641","4,731",requires a role-1 as a,"4,509","1,1",conceptual topologic successor,,,,,,accepted,,1999-09-03,1999-09-03,Epistle modelling team,Epistle modelling team,"1,045",facts about conceptual relations,,,,,,
643,"910,036",English,"492,015",Gellish English,"1,421",,can be located after a,"1,004,188","1,981",is a synonym of,"1,421",,conceptual topologic sequence of a physical object,,,,,,accepted,,1999-10-06,1999-10-06,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
645,"910,036",English,"492,015",Gellish English,"1,421",,can be located before a,"1,007,081","1,986",is an inverse of,"1,421",,conceptual topologic sequence of a physical object,,,,,,accepted,,2002-11-13,2002-11-13,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
647,"910,036",English,"193,259",ontology,"1,422",,conceptual usage of intermediate physical object for segregation,"1,001,706","1,146",is a specialization of,"1,231",,conceptual binary relation,that is a specialization of Usage of intermediate physical object for segregation that constrains the members of the using segregation class to be segregated by members,is a conceptual binary relation that is a specialization of Usage of intermediate physical object for segregation that constrains the members of the using segregation class to be segregated by members,,,,accepted,,1998-07-24,1998-11-19,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,,,
648,"910,036",English,"193,259",ontology,"1,422","1,1",conceptual usage of intermediate physical object for segregation,"1,003,621","4,731",requires a role-1 as a,"4,096","1,1",conceptually used for segregation,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
649,"910,036",English,"193,259",ontology,"1,422","1,1",conceptual usage of intermediate physical object for segregation,"1,003,745","4,733",requires a role-2 as a,"4,097","1,1",conceptually using for segregation,,,,,,accepted,,1999-03-11,1999-04-13,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
650,"910,036",English,"492,015",Gellish English,"1,422",,can be used as segregation material in a,"1,004,189","1,981",is a synonym of,"1,422",,conceptual usage of intermediate physical object for segregation,,,,,,accepted,,1999-10-06,2006-05-04,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
651,"910,036",English,"492,015",Gellish English,"1,422",,can use in segregation a,"1,004,934","1,986",is an inverse of,"1,422",,conceptual usage of intermediate physical object for segregation,,,,,,accepted,,2000-06-23,2000-06-23,Rob Moonen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
654,"910,036",English,"193,587",presentation,"1,427",,display of annotation element on information carrier,"1,001,708","1,146",is a specialization of,"5,754",,relation between physical objects,that indicates an annotation element that has a position and orientation relative to a coordinate system on a physical object that is the information carrier.,is a relation between physical objects that indicates an annotation element that has a position and orientation relative to a coordinate system on a physical object that is the information carrier.,,,,accepted,,1998-07-24,2010-09-23,Andries van Renssen,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,N,N,,
655,"910,036",English,"193,587",presentation,"1,427","1,1",display of annotation element on information carrier,"1,003,430","4,731",requires a role-1 as a,"2,768","1,1",displayed,,,,,,accepted,,1999-03-11,2000-06-06,Rob Moonen,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
656,"910,036",English,"193,587",presentation,"1,427","1,1",display of annotation element on information carrier,"1,003,923","4,733",requires a role-2 as a,"5,265","1,1",annotation carrier,,,,,,accepted,,1999-03-11,2004-05-18,Andries van Renssen,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
657,"910,036",English,"492,015",Gellish English,"1,427",,is displayed on,"1,004,937","1,981",is a synonym of,"1,427",,display of annotation element on information carrier,,,,,,accepted,,2000-06-23,2002-05-15,Rob Moonen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
660,"910,036",English,"492,015",Gellish English,"1,427",,is displayer of,"1,006,709","1,986",is an inverse of,"1,427",,display of annotation element on information carrier,,,,,,accepted,,2002-06-06,2009-12-22,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
661,"910,036",English,"193,259",ontology,"1,435",,conceptual composition of decomposition structure of a physical object,"1,001,727","1,146",is a specialization of,"1,261",,conceptual composition relation of an individual thing,that specifies the types of physical object composition relations that can be parts of members of the whole common decomposition structure of physical object.,is a conceptual composition relation of an individual thing that specifies the types of physical object composition relations that can be parts of members of the whole common decomposition structure of physical object.,,,The component is a relation and the whole is an aspect. Therefore this relation type is not a subtype of composition of an aspect.,accepted,,1998-11-18,2002-11-05,Andries van Renssen,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
662,"910,036",English,"193,259",ontology,"1,435","1,1",conceptual composition of decomposition structure of a physical object,"1,003,699","4,731",requires a role-1 as a,"4,025","1,1",conceptual part of decomposition structure of a physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
663,"910,036",English,"193,259",ontology,"1,435","1,1",conceptual composition of decomposition structure of a physical object,"1,003,707","4,733",requires a role-2 as a,"4,024","1,1",conceptual whole decomposition structure of a physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
664,"910,036",English,"193,259",ontology,"1,436","1,1",composition of a physical object,"1,001,728","4,714",can have a role as a,"4,019","0,1",part of decomposition structure of a physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
665,"910,036",English,"193,259",ontology,"1,436",,composition of a physical object,"1,001,729","1,146",is a specialization of,"1,260",,composition relation of an individual thing,that indicates the part physical object is part of the whole physical object.,is a composition relation of an individual thing that indicates the part physical object is part of the whole physical object.,,,,accepted,,1998-07-08,1998-11-17,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,N,Y,,
666,"910,036",English,"193,259",ontology,"1,436","1,1",composition of a physical object,"1,003,924","4,733",requires a role-2 as a,"4,020","1,1",whole physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
667,"910,036",English,"193,259",ontology,"1,436","1,1",composition of a physical object,"1,003,925","4,731",requires a role-1 as a,"4,021","1,1",part of a physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
668,"910,036",English,"193,259",ontology,"1,437",,conceptual composition of a physical object,"1,001,731","1,146",is a specialization of,"1,261",,conceptual composition relation of an individual thing,individual that is a specialization of composition of physical object where members of the part subtype of physical object are constrained to be parts of members of the whole subtype of physical object.,is a conceptual composition relation of an individual thing individual that is a specialization of composition of physical object where members of the part subtype of physical object are constrained to be parts of members of the whole subtype of physical object.,,,,accepted,,1998-07-08,1999-03-25,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,Y,Y,,
669,"910,036",English,"193,259",ontology,"1,437","1,1",conceptual composition of a physical object,"1,003,642","4,733",requires a role-2 as a,"4,026","1,1",conceptual whole physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
670,"910,036",English,"193,259",ontology,"1,437","1,1",conceptual composition of a physical object,"1,003,643","4,731",requires a role-1 as a,"4,027","1,1",conceptual component of a physical object,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
671,"910,036",English,"193,259",ontology,"1,438",,composition of decomposition structure of a physical object,"1,001,732","1,146",is a specialization of,"1,260",,composition relation of an individual thing,that indicates the part composition of physical object is a part of the whole decomposition structure of physical object.,is a composition relation of an individual thing that indicates the part composition of physical object is a part of the whole decomposition structure of physical object.,,,,accepted,,1998-07-08,1998-11-17,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,N,Y,,
